Keyword,Tweet Text,Translated Text
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Niet iedere schuur is een stadshub https://t.co/ZePk9zVKLO
#stadslogistiek","Not every shed is a city hub https://t.co/ZePk9zVKLO
#citylogistics"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,@GerlantZ Met je eigen auto naar een mobiliteit hub en dan vanaf daar een deelauto omdat je anders nergens kan parkeren. 😉🤔,@GerlantZ Take your own car to a mobility hub and then from there use a shared car because otherwise you cannot park anywhere. 😉🤔
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Inloop spreekuur Toezicht &amp; Handhaving📅

De afdeling Toezicht en Handhaving van de gemeente houdt op maandag 27 november van 10.00 tot 11.00 uur weer een inloopspreekuur in de wijkhub Pendrecht-Zuidwijk.

Dank voor het doorgeven Willeke! Zie: https://t.co/lnWsiykDfJ

#Pendrecht https://t.co/t6sb3gP2ji","Walk-in consultation hours Supervision &amp; Enforcement📅

The municipality's Supervision and Enforcement department will hold another walk-in consultation hour on Monday, November 27 from 10:00 a.m. to 11:00 a.m. in the Pendrecht-Zuidwijk neighborhood hub.

Thanks for reporting Willeke! See: https://t.co/lnWsiykDfJ

#Pendrecht https://t.co/t6sb3gP2ji"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,@statistiekcbs Daarnaast ook honderdduizenden rijbewijsbezitters die met enige maat elektrisch rijden in een deelauto of huurauto. Van de deelauto's inmiddels 48% elektrisch  https://t.co/nes4djITLS ook % elektrische huurauto's stijgt. https://t.co/STya1Xll6f,"@statistiekcbs In addition, there are hundreds of thousands of driving license holders who drive electrically in a shared car or rental car of some size. Of the shared cars, 48% are now electric https://t.co/nes4djITLS The percentage of electric rental cars is also increasing. https://t.co/STya1Xll6f"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Met de bus naar het station voor een treinreis en daarna verder per OV-fiets of deelscooter? Via Mobility as a Service (MaaS) kun je dat simpel plannen, boeken én betalen. Wij willen graag weten of jij zo'n service handig vindt. Doe mee aan onze enquête! 
https://t.co/wy3Au1sI1u https://t.co/6vhWDIPXYf","Taking the bus to the station for a train journey and then continuing by public transport bicycle or shared scooter? You can easily plan, book and pay via Mobility as a Service (MaaS). We would like to know whether you find such a service useful. Take our survey!
https://t.co/wy3Au1sI1u https://t.co/6vhWDIPXYf"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@NLRebellion Ik zou zeggen; neem die warmtepomp, regel die deelauto, eet geen vlees, stop met vliegen enz enz. NIEMAND houdt u tegen 🤡maar laat de rest van Nederland met rust. #democratie","@NLRebellion I would say; take that heat pump, arrange that shared car, don't eat meat, stop flying, etc. etc. NO ONE can stop you 🤡 but leave the rest of the Netherlands alone. #democracy"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,@Greenwheels @masterprogram1 S.v.p. meer elektrische deelauto's. Niet alleen in de grote steden!,@Greenwheels @masterprogram1 Please more electric shared cars. Not just in the big cities!
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@StefanPaas @CorStapel Openbaar vervoer is geen oplossing gebleken, na decennialang proberen.

Ik verwacht het van innovatie, of beter gezegd: transformatie. Zelf rijdend elektrisch deelvervoer. Tesla is een heel eind, zij kunnen voor de doorbraak zorgen. Elke rit bestel je via een app.","@StefanPaas @CorStapel Public transport has not proven to be a solution, after decades of trying.

I expect it from innovation, or better said: transformation. Self-driving electric shared transport. Tesla has come a long way, they can provide the breakthrough. You order every ride via an app."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@roelof_bonte @GerlantZ Deelauto's worden niet gesubsidieerd, grootste deel deelauto's geplaatst door bedrijven @my_wheels @Greenwheels plus particulier aanbod via platform @SnappCar  Hooguit soms bijdrage door provincie/gemeente om bij opstart kleine gemeenten, landelijk gebied, burgerinitiatieven.","@roelof_bonte @GerlantZ Shared cars are not subsidized, most shared cars placed by companies @my_wheels @Greenwheels plus private supply via platform @SnappCar At most sometimes a contribution by the province/municipality to support small municipalities, rural areas, citizen initiatives at the start."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@Greenwheels 50+er met gezin en nooit een auto aangeschaft. Fiets en OV volstaan meestal, meerdere deelauto's op loopafstand voor af en toe (plus soms een huurauto tijdens vakantie)","@Greenwheels 50+ with family and never bought a car. Bicycle and public transport are usually sufficient, several shared cars within walking distance for occasional use (plus sometimes a rental car during holidays)"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Tja ..

Gemeenten zetten in op deelauto's tegen parkeerdruk, 'maar soms nog best veel gedoe' - https://t.co/QgKEWZpcqQ","Well..

Municipalities are focusing on shared cars to combat parking pressure, 'but sometimes quite a hassle' - https://t.co/QgKEWZpcqQ"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@omroepwest Ja, prima. Die huizen staan vlakbij het centrum en NAAST een treinstation.
Ik woon in Valkenbos en heb ook geen auto nodig voor mijn dagelijkse dingen. En als ik er wel een nodig heb, gebruik ik een deelauto.
Scheelt een hoop geld hoor, geen eigen auto.","@omroepwest Yes, fine. Those houses are located near the center and NEXT to a train station.
I live in Valkenbos and don't need a car for my daily things. And if I do need one, I use a shared car.
Saves a lot of money, not having your own car."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@GerlantZ En die deelauto gaat nooit geen succes worden, net zo min als openbaar vervoer dat zou kunnen worden zonder subsidie...
Want, alle duurzaamheidsgeleuter ten spijt, is dat de voornaamste brandstof waar het op draait.","@GerlantZ And that shared car will never be a success, just as public transport could be without a subsidy...
Because, despite all the sustainability talk, that is the main fuel it runs on."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Het is alsof de duivel ermee speelt. Ik voor de komende week een verhaal over toekomstig ov en deelauto in Salland op papier zetten, komt hij vandaag met zo'n ding aanzetten.

Goed verhaal, ja hij heeft gelijk. De 2e, 3e en 4e 'eigen' auto gaan eruit.

https://t.co/nU3r5NFdfG","It's like the devil is playing with it. I'm writing a story about future public transport and car sharing in Salland for the coming week, and he's coming up with one of those today.

Good story, yes he is right. The 2nd, 3rd and 4th 'own' car are removed.

https://t.co/nU3r5NFdfG"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Deelauto voor Raalte moet nieuwe beweging aanjagen: ‘Auto die stilstaat, kost ook minstens 500 euro per maand’ https://t.co/FMun8SpmPm",Car sharing for Raalte should stimulate new movement: 'A car that stands still also costs at least 500 euros per month' https://t.co/FMun8SpmPm
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Deelauto voor Raalte moet nieuwe beweging aanjagen: ‘Auto die stilstaat, kost ook minstens 500 euro per maand’ https://t.co/GfRoCHtp5P",Car sharing for Raalte should stimulate new movement: 'A car that stands still also costs at least 500 euros per month' https://t.co/GfRoCHtp5P
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Dus linksdraaiende gemeentepipo’s halen parkeerplaatsen weg en dan ontstaat er opeens parkeerdruk. 🙄Gemeenten zetten in op deelauto's tegen parkeerdruk, 'maar soms nog best veel gedoe' /via @NOS https://t.co/zakeAhT3S2","So left-turning municipal police officers take away parking spaces and then suddenly there is parking pressure. 🙄Municipalities are focusing on shared cars to combat parking pressure, 'but sometimes quite a hassle' / via @NOS https://t.co/zakeAhT3S2"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Mij lijkt het niks. En U? #deelauto

Gemeenten zetten in op deelauto's tegen parkeerdruk, 'maar soms nog best veel gedoe' /via @NOS https://t.co/ZO0QK2TI2h","It doesn't seem like anything to me. And you? #sharecar

Municipalities are focusing on shared cars to combat parking pressure, 'but sometimes quite a hassle' / via @NOS https://t.co/ZO0QK2TI2h"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Dankzij de volksvijandige ambitieuze  klimaatplannen die geen ruimte laten voor autobezit 
Gemeenten zetten in op deelauto's tegen parkeerdruk, 'maar soms nog best veel gedoe' - https://t.co/lUF8MjVEH9","Thanks to the anti-popular ambitious climate plans that leave no room for car ownership
Municipalities are focusing on shared cars to combat parking pressure, 'but sometimes quite a hassle' - https://t.co/lUF8MjVEH9"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@NOS Afgelopen jaren heb ik geregeld een deelauto gebruikt van @my_wheels en kan het ieder aanraden
Zeker als men in de stad woont
Auto in de buurt als je het nodig hebt. Afhankelijk waarvoor pak je een grote (duurder) of kleine auto, rij je rond naar waar en wanneer je wil","@NOS In recent years I have regularly used a shared car from @my_wheels and can recommend it to everyone
Especially if you live in the city
Car nearby if you need it. Depending on why you take a large (more expensive) or small car, you drive around to where and when you want"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@pbtimmerman @NOS Met een deelauto kunt u ook autonoom rijden
Alleen deelt u de lasten (kosten) met anderen
Ik kan het alleen maar aanraden
Zeker als u in een stad/randstad woont
Voor in de regio zijn er nog vele uitdagingen (wel zie ik ontwikkelingen met goede hoop)","@pbtimmerman @NOS You can also drive autonomously with a shared car
Only you share the burden (costs) with others
I can only recommend it
Especially if you live in a city/urban area
There are still many challenges for the region (although I see developments with good hope)"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Deden in 2007 de auto weg. We leven nog. Zeker in grote steden met veel deelauto's en goed OV heb je als (mits geen lichamelijke beperkingen) geen auto nodig. #leefbaar

Gemeenten zetten in op deelauto's tegen parkeerdruk, 'maar soms nog best veel gedoe' - https://t.co/9gUVZYHlyb","Got rid of the car in 2007. We're still alive. Especially in large cities with many shared cars and good public transport, you do not need a car (provided you have no physical limitations). #livable

Municipalities are focusing on shared cars to combat parking pressure, 'but sometimes quite a hassle' - https://t.co/9gUVZYHlyb"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Goed overzicht over de stand van zaken rond deelauto’s. Het en der nog wat gedoe, maar een steeds volwaardiger alternatief, dat nog “vanzelfsprekender moet worden”. Zo steunt Den Haag autodeel-coöperaties op verschillende manieren. / cc @carladikfaber https://t.co/4lmZ0BVVVj","Good overview of the state of affairs regarding shared cars. Some hassle, but an increasingly fully-fledged alternative that should become “more self-evident”. For example, The Hague supports car-sharing cooperatives in various ways. / cc @carladikfaber https://t.co/4lmZ0BVVVj"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,Een deelauto kan ook gewoon zijn dat je per gezin 1 auto hebt en niet 2. Dat scheelt in veel wijken al bijna de helft.,A shared car can also simply mean that you have 1 car per family and not 2. That makes a difference of almost half in many neighborhoods.
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Gemeenten zetten in op deelauto's tegen parkeerdruk, 'maar soms nog best veel gedoe' https://t.co/XaMGC4oe2B","Municipalities are focusing on shared cars to combat parking pressure, 'but sometimes quite a hassle' https://t.co/XaMGC4oe2B"
